,compound
14010,Cr0.1Ce0.9O3
14011,Cr0.2Ce0.8O3
14012,Cr0.5Ce0.5O3
14013,Cr0.1Ce0.9O4
14014,Cr0.2Ce0.8O4
14015,Cr0.5Ce0.5O4
14016,Cr0.1Ce0.9O5
14017,Cr0.2Ce0.8O5
14018,Cr0.5Ce0.5O5
14019,Cr0.1Ce0.9O6
14020,Cr0.2Ce0.8O6
14021,Cr0.5Ce0.5O6
14022,Cr0.1Ce0.9O7
14023,Cr0.2Ce0.8O7
14024,Cr0.5Ce0.5O7
14025,Cr0.1Ce0.9O8
14026,Cr0.2Ce0.8O8
14027,Cr0.5Ce0.5O8
14028,Cr0.1Ce0.9O9
14029,Cr0.2Ce0.8O9
14030,Cr0.5Ce0.5O9
14031,Cr0.1Ce0.9O10
14032,Cr0.2Ce0.8O10
14033,Cr0.5Ce0.5O10
14034,Cr0.2Ce1.8O3
14035,Cr0.4Ce1.6O3
14036,CrCeO3
14037,Cr0.2Ce1.8O5
14038,Cr0.4Ce1.6O5
14039,CrCeO5
14040,Cr0.2Ce1.8O7
14041,Cr0.4Ce1.6O7
14042,CrCeO7
14043,Cr0.2Ce1.8O9
14044,Cr0.4Ce1.6O9
14045,CrCeO9
14046,Cr0.3Ce2.7O4
14047,Cr0.6Ce2.4O4
14048,Cr1.5Ce1.5O4
14049,Cr0.3Ce2.7O5
14050,Cr0.6Ce2.4O5
14051,Cr1.5Ce1.5O5
14052,Cr0.3Ce2.7O7
14053,Cr0.6Ce2.4O7
14054,Cr1.5Ce1.5O7
14055,Cr0.3Ce2.7O8
14056,Cr0.6Ce2.4O8
14057,Cr1.5Ce1.5O8
14058,Cr0.3Ce2.7O10
14059,Cr0.6Ce2.4O10
14060,Cr1.5Ce1.5O10
14061,Cr0.4Ce3.6O5
14062,Cr0.8Ce3.2O5
14063,Cr2.0Ce2.0O5
14064,Cr0.4Ce3.6O7
14065,Cr0.8Ce3.2O7
14066,Cr2.0Ce2.0O7
14067,Cr0.4Ce3.6O9
14068,Cr0.8Ce3.2O9
14069,Cr2.0Ce2.0O9
14070,Cr0.5Ce4.5O6
14071,CrCe4.0O6
14072,Cr2.5Ce2.5O6
14073,Cr0.5Ce4.5O7
14074,CrCe4.0O7
14075,Cr2.5Ce2.5O7
14076,Cr0.5Ce4.5O8
14077,CrCe4.0O8
14078,Cr2.5Ce2.5O8
14079,Cr0.5Ce4.5O9
14080,CrCe4.0O9
14081,Cr2.5Ce2.5O9
14082,Cr0.6Ce5.4O7
14083,Cr1.2Ce4.8O7
14084,Cr3.0Ce3.0O7
14085,Cr0.7Ce6.3O8
14086,Cr1.4Ce5.6O8
14087,Cr3.5Ce3.5O8
14088,Cr0.7Ce6.3O9
14089,Cr1.4Ce5.6O9
14090,Cr3.5Ce3.5O9
14091,Cr0.7Ce6.3O10
14092,Cr1.4Ce5.6O10
14093,Cr3.5Ce3.5O10
14094,Cr0.8Ce7.2O9
14095,Cr1.6Ce6.4O9
14096,Cr4.0Ce4.0O9
14097,Cr0.9Ce8.1O10
14098,Cr1.8Ce7.2O10
14099,Cr4.5Ce4.5O10
14100,Mn0.1Ce0.9O
14101,Mn0.2Ce0.8O
14102,Mn0.5Ce0.5O
14103,Mn0.1Ce0.9O2
14104,Mn0.2Ce0.8O2
14105,Mn0.5Ce0.5O2
14106,Mn0.1Ce0.9O3
14107,Mn0.2Ce0.8O3
14108,Mn0.5Ce0.5O3
14109,Mn0.1Ce0.9O4
14110,Mn0.2Ce0.8O4
14111,Mn0.5Ce0.5O4
14112,Mn0.1Ce0.9O5
14113,Mn0.2Ce0.8O5
14114,Mn0.5Ce0.5O5
14115,Mn0.1Ce0.9O6
14116,Mn0.2Ce0.8O6
14117,Mn0.5Ce0.5O6
14118,Mn0.1Ce0.9O7
14119,Mn0.2Ce0.8O7
14120,Mn0.5Ce0.5O7
14121,Mn0.1Ce0.9O8
14122,Mn0.2Ce0.8O8
14123,Mn0.5Ce0.5O8
14124,Mn0.1Ce0.9O9
14125,Mn0.2Ce0.8O9
14126,Mn0.5Ce0.5O9
14127,Mn0.1Ce0.9O10
14128,Mn0.2Ce0.8O10
14129,Mn0.5Ce0.5O10
14130,Mn0.2Ce1.8O3
14131,Mn0.4Ce1.6O3
14132,MnCeO3
14133,Mn0.2Ce1.8O5
14134,Mn0.4Ce1.6O5
14135,MnCeO5
14136,Mn0.2Ce1.8O7
14137,Mn0.4Ce1.6O7
14138,MnCeO7
14139,Mn0.2Ce1.8O9
14140,Mn0.4Ce1.6O9
14141,MnCeO9
14142,Mn0.3Ce2.7O4
14143,Mn0.6Ce2.4O4
14144,Mn1.5Ce1.5O4
14145,Mn0.3Ce2.7O5
14146,Mn0.6Ce2.4O5
14147,Mn1.5Ce1.5O5
14148,Mn0.3Ce2.7O7
14149,Mn0.6Ce2.4O7
14150,Mn1.5Ce1.5O7
14151,Mn0.3Ce2.7O8
14152,Mn0.6Ce2.4O8
14153,Mn1.5Ce1.5O8
14154,Mn0.3Ce2.7O10
14155,Mn0.6Ce2.4O10
14156,Mn1.5Ce1.5O10
14157,Mn0.4Ce3.6O5
14158,Mn0.8Ce3.2O5
14159,Mn2.0Ce2.0O5
14160,Mn0.4Ce3.6O7
14161,Mn0.8Ce3.2O7
14162,Mn2.0Ce2.0O7
14163,Mn0.4Ce3.6O9
14164,Mn0.8Ce3.2O9
14165,Mn2.0Ce2.0O9
14166,Mn0.5Ce4.5O6
14167,MnCe4.0O6
14168,Mn2.5Ce2.5O6
14169,Mn0.5Ce4.5O7
14170,MnCe4.0O7
14171,Mn2.5Ce2.5O7
14172,Mn0.5Ce4.5O8
14173,MnCe4.0O8
14174,Mn2.5Ce2.5O8
14175,Mn0.5Ce4.5O9
14176,MnCe4.0O9
14177,Mn2.5Ce2.5O9
14178,Mn0.6Ce5.4O7
14179,Mn1.2Ce4.8O7
14180,Mn3.0Ce3.0O7
14181,Mn0.7Ce6.3O8
14182,Mn1.4Ce5.6O8
14183,Mn3.5Ce3.5O8
14184,Mn0.7Ce6.3O9
14185,Mn1.4Ce5.6O9
14186,Mn3.5Ce3.5O9
14187,Mn0.7Ce6.3O10
14188,Mn1.4Ce5.6O10
14189,Mn3.5Ce3.5O10
14190,Mn0.8Ce7.2O9
14191,Mn1.6Ce6.4O9
14192,Mn4.0Ce4.0O9
14193,Mn0.9Ce8.1O10
14194,Mn1.8Ce7.2O10
14195,Mn4.5Ce4.5O10
14196,Fe0.1Ce0.9O
14197,Fe0.2Ce0.8O
14198,Fe0.5Ce0.5O
14199,Fe0.1Ce0.9O2
14200,Fe0.2Ce0.8O2
14201,Fe0.5Ce0.5O2
14202,Fe0.1Ce0.9O3
14203,Fe0.2Ce0.8O3
14204,Fe0.5Ce0.5O3
14205,Fe0.1Ce0.9O4
14206,Fe0.2Ce0.8O4
14207,Fe0.5Ce0.5O4
14208,Fe0.1Ce0.9O5
14209,Fe0.2Ce0.8O5
14210,Fe0.5Ce0.5O5
14211,Fe0.1Ce0.9O6
14212,Fe0.2Ce0.8O6
14213,Fe0.5Ce0.5O6
14214,Fe0.1Ce0.9O7
14215,Fe0.2Ce0.8O7
14216,Fe0.5Ce0.5O7
14217,Fe0.1Ce0.9O8
14218,Fe0.2Ce0.8O8
14219,Fe0.5Ce0.5O8
14220,Fe0.1Ce0.9O9
14221,Fe0.2Ce0.8O9
14222,Fe0.5Ce0.5O9
14223,Fe0.1Ce0.9O10
14224,Fe0.2Ce0.8O10
14225,Fe0.5Ce0.5O10
14226,Fe0.2Ce1.8O3
14227,Fe0.4Ce1.6O3
14228,FeCeO3
14229,Fe0.2Ce1.8O5
14230,Fe0.4Ce1.6O5
14231,FeCeO5
14232,Fe0.2Ce1.8O7
14233,Fe0.4Ce1.6O7
14234,FeCeO7
14235,Fe0.2Ce1.8O9
14236,Fe0.4Ce1.6O9
14237,FeCeO9
14238,Fe0.3Ce2.7O4
14239,Fe0.6Ce2.4O4
14240,Fe1.5Ce1.5O4
14241,Fe0.3Ce2.7O5
14242,Fe0.6Ce2.4O5
14243,Fe1.5Ce1.5O5
14244,Fe0.3Ce2.7O7
14245,Fe0.6Ce2.4O7
14246,Fe1.5Ce1.5O7
14247,Fe0.3Ce2.7O8
14248,Fe0.6Ce2.4O8
14249,Fe1.5Ce1.5O8
14250,Fe0.3Ce2.7O10
14251,Fe0.6Ce2.4O10
14252,Fe1.5Ce1.5O10
14253,Fe0.4Ce3.6O5
14254,Fe0.8Ce3.2O5
14255,Fe2.0Ce2.0O5
14256,Fe0.4Ce3.6O7
14257,Fe0.8Ce3.2O7
14258,Fe2.0Ce2.0O7
14259,Fe0.4Ce3.6O9
14260,Fe0.8Ce3.2O9
14261,Fe2.0Ce2.0O9
14262,Fe0.5Ce4.5O6
14263,FeCe4.0O6
14264,Fe2.5Ce2.5O6
14265,Fe0.5Ce4.5O7
14266,FeCe4.0O7
14267,Fe2.5Ce2.5O7
14268,Fe0.5Ce4.5O8
14269,FeCe4.0O8
14270,Fe2.5Ce2.5O8
14271,Fe0.5Ce4.5O9
14272,FeCe4.0O9
14273,Fe2.5Ce2.5O9
14274,Fe0.6Ce5.4O7
14275,Fe1.2Ce4.8O7
14276,Fe3.0Ce3.0O7
14277,Fe0.7Ce6.3O8
14278,Fe1.4Ce5.6O8
14279,Fe3.5Ce3.5O8
14280,Fe0.7Ce6.3O9
14281,Fe1.4Ce5.6O9
14282,Fe3.5Ce3.5O9
14283,Fe0.7Ce6.3O10
14284,Fe1.4Ce5.6O10
14285,Fe3.5Ce3.5O10
14286,Fe0.8Ce7.2O9
14287,Fe1.6Ce6.4O9
14288,Fe4.0Ce4.0O9
14289,Fe0.9Ce8.1O10
14290,Fe1.8Ce7.2O10
14291,Fe4.5Ce4.5O10
14292,Co0.1Ce0.9O
14293,Co0.2Ce0.8O
14294,Co0.5Ce0.5O
14295,Co0.1Ce0.9O2
14296,Co0.2Ce0.8O2
14297,Co0.5Ce0.5O2
14298,Co0.1Ce0.9O3
14299,Co0.2Ce0.8O3
14300,Co0.5Ce0.5O3
14301,Co0.1Ce0.9O4
14302,Co0.2Ce0.8O4
14303,Co0.5Ce0.5O4
14304,Co0.1Ce0.9O5
14305,Co0.2Ce0.8O5
14306,Co0.5Ce0.5O5
14307,Co0.1Ce0.9O6
14308,Co0.2Ce0.8O6
14309,Co0.5Ce0.5O6
14310,Co0.1Ce0.9O7
14311,Co0.2Ce0.8O7
14312,Co0.5Ce0.5O7
14313,Co0.1Ce0.9O8
14314,Co0.2Ce0.8O8
14315,Co0.5Ce0.5O8
14316,Co0.1Ce0.9O9
14317,Co0.2Ce0.8O9
14318,Co0.5Ce0.5O9
14319,Co0.1Ce0.9O10
14320,Co0.2Ce0.8O10
14321,Co0.5Ce0.5O10
14322,Co0.2Ce1.8O3
14323,Co0.4Ce1.6O3
14324,CoCeO3
14325,Co0.2Ce1.8O5
14326,Co0.4Ce1.6O5
14327,CoCeO5
14328,Co0.2Ce1.8O7
14329,Co0.4Ce1.6O7
14330,CoCeO7
14331,Co0.2Ce1.8O9
14332,Co0.4Ce1.6O9
14333,CoCeO9
14334,Co0.3Ce2.7O4
14335,Co0.6Ce2.4O4
14336,Co1.5Ce1.5O4
14337,Co0.3Ce2.7O5
14338,Co0.6Ce2.4O5
14339,Co1.5Ce1.5O5
14340,Co0.3Ce2.7O7
14341,Co0.6Ce2.4O7
14342,Co1.5Ce1.5O7
14343,Co0.3Ce2.7O8
14344,Co0.6Ce2.4O8
14345,Co1.5Ce1.5O8
14346,Co0.3Ce2.7O10
14347,Co0.6Ce2.4O10
14348,Co1.5Ce1.5O10
14349,Co0.4Ce3.6O5
14350,Co0.8Ce3.2O5
14351,Co2.0Ce2.0O5
14352,Co0.4Ce3.6O7
14353,Co0.8Ce3.2O7
14354,Co2.0Ce2.0O7
14355,Co0.4Ce3.6O9
14356,Co0.8Ce3.2O9
14357,Co2.0Ce2.0O9
14358,Co0.5Ce4.5O6
14359,CoCe4.0O6
14360,Co2.5Ce2.5O6
14361,Co0.5Ce4.5O7
14362,CoCe4.0O7
14363,Co2.5Ce2.5O7
14364,Co0.5Ce4.5O8
14365,CoCe4.0O8
14366,Co2.5Ce2.5O8
14367,Co0.5Ce4.5O9
14368,CoCe4.0O9
14369,Co2.5Ce2.5O9
14370,Co0.6Ce5.4O7
14371,Co1.2Ce4.8O7
14372,Co3.0Ce3.0O7
14373,Co0.7Ce6.3O8
14374,Co1.4Ce5.6O8
14375,Co3.5Ce3.5O8
14376,Co0.7Ce6.3O9
14377,Co1.4Ce5.6O9
14378,Co3.5Ce3.5O9
14379,Co0.7Ce6.3O10
14380,Co1.4Ce5.6O10
14381,Co3.5Ce3.5O10
14382,Co0.8Ce7.2O9
14383,Co1.6Ce6.4O9
14384,Co4.0Ce4.0O9
14385,Co0.9Ce8.1O10
14386,Co1.8Ce7.2O10
14387,Co4.5Ce4.5O10
14388,Ni0.1Ce0.9O
14389,Ni0.2Ce0.8O
14390,Ni0.5Ce0.5O
14391,Ni0.1Ce0.9O2
14392,Ni0.2Ce0.8O2
14393,Ni0.5Ce0.5O2
14394,Ni0.1Ce0.9O3
14395,Ni0.2Ce0.8O3
14396,Ni0.5Ce0.5O3
14397,Ni0.1Ce0.9O4
14398,Ni0.2Ce0.8O4
14399,Ni0.5Ce0.5O4
14400,Ni0.1Ce0.9O5
14401,Ni0.2Ce0.8O5
14402,Ni0.5Ce0.5O5
14403,Ni0.1Ce0.9O6
14404,Ni0.2Ce0.8O6
14405,Ni0.5Ce0.5O6
14406,Ni0.1Ce0.9O7
14407,Ni0.2Ce0.8O7
14408,Ni0.5Ce0.5O7
14409,Ni0.1Ce0.9O8
14410,Ni0.2Ce0.8O8
14411,Ni0.5Ce0.5O8
14412,Ni0.1Ce0.9O9
14413,Ni0.2Ce0.8O9
14414,Ni0.5Ce0.5O9
14415,Ni0.1Ce0.9O10
14416,Ni0.2Ce0.8O10
14417,Ni0.5Ce0.5O10
14418,Ni0.2Ce1.8O3
14419,Ni0.4Ce1.6O3
14420,NiCeO3
14421,Ni0.2Ce1.8O5
14422,Ni0.4Ce1.6O5
14423,NiCeO5
14424,Ni0.2Ce1.8O7
14425,Ni0.4Ce1.6O7
14426,NiCeO7
14427,Ni0.2Ce1.8O9
14428,Ni0.4Ce1.6O9
14429,NiCeO9
14430,Ni0.3Ce2.7O4
14431,Ni0.6Ce2.4O4
14432,Ni1.5Ce1.5O4
14433,Ni0.3Ce2.7O5
14434,Ni0.6Ce2.4O5
14435,Ni1.5Ce1.5O5
14436,Ni0.3Ce2.7O7
14437,Ni0.6Ce2.4O7
14438,Ni1.5Ce1.5O7
14439,Ni0.3Ce2.7O8
14440,Ni0.6Ce2.4O8
14441,Ni1.5Ce1.5O8
14442,Ni0.3Ce2.7O10
14443,Ni0.6Ce2.4O10
14444,Ni1.5Ce1.5O10
14445,Ni0.4Ce3.6O5
14446,Ni0.8Ce3.2O5
14447,Ni2.0Ce2.0O5
14448,Ni0.4Ce3.6O7
14449,Ni0.8Ce3.2O7
14450,Ni2.0Ce2.0O7
14451,Ni0.4Ce3.6O9
14452,Ni0.8Ce3.2O9
14453,Ni2.0Ce2.0O9
14454,Ni0.5Ce4.5O6
14455,NiCe4.0O6
14456,Ni2.5Ce2.5O6
14457,Ni0.5Ce4.5O7
14458,NiCe4.0O7
14459,Ni2.5Ce2.5O7
14460,Ni0.5Ce4.5O8
14461,NiCe4.0O8
14462,Ni2.5Ce2.5O8
14463,Ni0.5Ce4.5O9
14464,NiCe4.0O9
14465,Ni2.5Ce2.5O9
14466,Ni0.6Ce5.4O7
14467,Ni1.2Ce4.8O7
14468,Ni3.0Ce3.0O7
14469,Ni0.7Ce6.3O8
14470,Ni1.4Ce5.6O8
14471,Ni3.5Ce3.5O8
14472,Ni0.7Ce6.3O9
14473,Ni1.4Ce5.6O9
14474,Ni3.5Ce3.5O9
14475,Ni0.7Ce6.3O10
14476,Ni1.4Ce5.6O10
14477,Ni3.5Ce3.5O10
14478,Ni0.8Ce7.2O9
14479,Ni1.6Ce6.4O9
14480,Ni4.0Ce4.0O9
14481,Ni0.9Ce8.1O10
14482,Ni1.8Ce7.2O10
14483,Ni4.5Ce4.5O10
14484,Cr0.1Sc0.9N
14485,Mn0.1Sc0.9N
14486,Fe0.1Sc0.9N
14487,Co0.1Sc0.9N
14488,Ni0.1Sc0.9N
14489,Cr0.1Ti0.9N
14490,Mn0.1Ti0.9N
14491,Fe0.1Ti0.9N
14492,Co0.1Ti0.9N
14493,Ni0.1Ti0.9N
14494,Cr0.1V0.9N
14495,Mn0.1V0.9N
14496,Fe0.1V0.9N
14497,Co0.1V0.9N
14498,Ni0.1V0.9N
14499,Mn0.1Cr0.9N
14500,Fe0.1Cr0.9N
14501,Co0.1Cr0.9N
14502,Ni0.1Cr0.9N
14503,Cr0.1Mn0.9N
14504,Fe0.1Mn0.9N
14505,Co0.1Mn0.9N
14506,Ni0.1Mn0.9N
14507,Cr0.1Fe0.9N
14508,Mn0.1Fe0.9N
14509,Co0.1Fe0.9N
14510,Ni0.1Fe0.9N
14511,Cr0.1Co0.9N
14512,Mn0.1Co0.9N
14513,Fe0.1Co0.9N
14514,Ni0.1Co0.9N
14515,Cr0.1Ni0.9N
14516,Mn0.1Ni0.9N
14517,Fe0.1Ni0.9N
14518,Co0.1Ni0.9N
14519,Cr0.1Cu0.9N
14520,Mn0.1Cu0.9N
14521,Fe0.1Cu0.9N
14522,Co0.1Cu0.9N
14523,Ni0.1Cu0.9N
14524,Cr0.1Zn0.9N
14525,Mn0.1Zn0.9N
14526,Fe0.1Zn0.9N
14527,Co0.1Zn0.9N
14528,Ni0.1Zn0.9N
14529,Cr0.1Y0.9N
14530,Mn0.1Y0.9N
14531,Fe0.1Y0.9N
14532,Co0.1Y0.9N
14533,Ni0.1Y0.9N
14534,Cr0.1Zr0.9N
14535,Mn0.1Zr0.9N
14536,Fe0.1Zr0.9N
14537,Co0.1Zr0.9N
14538,Ni0.1Zr0.9N
14539,Cr0.1Nb0.9N
14540,Mn0.1Nb0.9N
14541,Fe0.1Nb0.9N
14542,Co0.1Nb0.9N
14543,Ni0.1Nb0.9N
14544,Cr0.1Mo0.9N
14545,Mn0.1Mo0.9N
14546,Fe0.1Mo0.9N
14547,Co0.1Mo0.9N
14548,Ni0.1Mo0.9N
14549,Cr0.1Ru0.9N
14550,Mn0.1Ru0.9N
14551,Fe0.1Ru0.9N
14552,Co0.1Ru0.9N
14553,Ni0.1Ru0.9N
14554,Cr0.1Rh0.9N
14555,Mn0.1Rh0.9N
14556,Fe0.1Rh0.9N
14557,Co0.1Rh0.9N
14558,Ni0.1Rh0.9N
14559,Cr0.1Pd0.9N
14560,Mn0.1Pd0.9N
14561,Fe0.1Pd0.9N
14562,Co0.1Pd0.9N
14563,Ni0.1Pd0.9N
14564,Cr0.1Ag0.9N
14565,Mn0.1Ag0.9N
14566,Fe0.1Ag0.9N
14567,Co0.1Ag0.9N
14568,Ni0.1Ag0.9N
14569,Cr0.1Cd0.9N
14570,Mn0.1Cd0.9N
14571,Fe0.1Cd0.9N
14572,Co0.1Cd0.9N
14573,Ni0.1Cd0.9N
14574,Cr0.1Hf0.9N
14575,Mn0.1Hf0.9N
14576,Fe0.1Hf0.9N
14577,Co0.1Hf0.9N
14578,Ni0.1Hf0.9N
14579,Cr0.1Ta0.9N
14580,Mn0.1Ta0.9N
14581,Fe0.1Ta0.9N
14582,Co0.1Ta0.9N
14583,Ni0.1Ta0.9N
14584,Cr0.1W0.9N
14585,Mn0.1W0.9N
14586,Fe0.1W0.9N
14587,Co0.1W0.9N
14588,Ni0.1W0.9N
14589,Cr0.1Re0.9N
14590,Mn0.1Re0.9N
14591,Fe0.1Re0.9N
14592,Co0.1Re0.9N
14593,Ni0.1Re0.9N
14594,Cr0.1Os0.9N
14595,Mn0.1Os0.9N
14596,Fe0.1Os0.9N
14597,Co0.1Os0.9N
14598,Ni0.1Os0.9N
14599,Cr0.1Ir0.9N
14600,Mn0.1Ir0.9N
14601,Fe0.1Ir0.9N
14602,Co0.1Ir0.9N
14603,Ni0.1Ir0.9N
14604,Cr0.1Pt0.9N
14605,Mn0.1Pt0.9N
14606,Fe0.1Pt0.9N
14607,Co0.1Pt0.9N
14608,Ni0.1Pt0.9N
14609,Cr0.1Au0.9N
14610,Mn0.1Au0.9N
14611,Fe0.1Au0.9N
14612,Co0.1Au0.9N
14613,Ni0.1Au0.9N
14614,Cr0.1La0.9N
14615,Mn0.1La0.9N
14616,Fe0.1La0.9N
14617,Co0.1La0.9N
14618,Ni0.1La0.9N
14619,Cr0.1Ce0.9N
14620,Mn0.1Ce0.9N
14621,Fe0.1Ce0.9N
14622,Co0.1Ce0.9N
14623,Ni0.1Ce0.9N
14624,Cr0.2Sc1.8N
14625,Mn0.2Sc1.8N
14626,Fe0.2Sc1.8N
14627,Co0.2Sc1.8N
14628,Ni0.2Sc1.8N
14629,Cr0.2Ti1.8N
14630,Mn0.2Ti1.8N
14631,Fe0.2Ti1.8N
14632,Co0.2Ti1.8N
14633,Ni0.2Ti1.8N
14634,Cr0.2V1.8N
14635,Mn0.2V1.8N
14636,Fe0.2V1.8N
14637,Co0.2V1.8N
14638,Ni0.2V1.8N
14639,Mn0.2Cr1.8N
14640,Fe0.2Cr1.8N
14641,Co0.2Cr1.8N
14642,Ni0.2Cr1.8N
14643,Cr0.2Mn1.8N
14644,Fe0.2Mn1.8N
14645,Co0.2Mn1.8N
14646,Ni0.2Mn1.8N
14647,Cr0.2Fe1.8N
14648,Mn0.2Fe1.8N
14649,Co0.2Fe1.8N
14650,Ni0.2Fe1.8N
14651,Cr0.2Co1.8N
14652,Mn0.2Co1.8N
14653,Fe0.2Co1.8N
14654,Ni0.2Co1.8N
14655,Cr0.2Ni1.8N
14656,Mn0.2Ni1.8N
14657,Fe0.2Ni1.8N
14658,Co0.2Ni1.8N
14659,Cr0.2Cu1.8N
14660,Mn0.2Cu1.8N
14661,Fe0.2Cu1.8N
14662,Co0.2Cu1.8N
14663,Ni0.2Cu1.8N
14664,Cr0.2Zn1.8N
14665,Mn0.2Zn1.8N
14666,Fe0.2Zn1.8N
14667,Co0.2Zn1.8N
14668,Ni0.2Zn1.8N
14669,Cr0.2Y1.8N
14670,Mn0.2Y1.8N
14671,Fe0.2Y1.8N
14672,Co0.2Y1.8N
14673,Ni0.2Y1.8N
14674,Cr0.2Zr1.8N
14675,Mn0.2Zr1.8N
14676,Fe0.2Zr1.8N
14677,Co0.2Zr1.8N
14678,Ni0.2Zr1.8N
14679,Cr0.2Nb1.8N
14680,Mn0.2Nb1.8N
14681,Fe0.2Nb1.8N
14682,Co0.2Nb1.8N
14683,Ni0.2Nb1.8N
14684,Cr0.2Mo1.8N
14685,Mn0.2Mo1.8N
14686,Fe0.2Mo1.8N
14687,Co0.2Mo1.8N
14688,Ni0.2Mo1.8N
14689,Cr0.2Ru1.8N
14690,Mn0.2Ru1.8N
14691,Fe0.2Ru1.8N
14692,Co0.2Ru1.8N
14693,Ni0.2Ru1.8N
14694,Cr0.2Rh1.8N
14695,Mn0.2Rh1.8N
14696,Fe0.2Rh1.8N
14697,Co0.2Rh1.8N
14698,Ni0.2Rh1.8N
14699,Cr0.2Pd1.8N
14700,Mn0.2Pd1.8N
14701,Fe0.2Pd1.8N
14702,Co0.2Pd1.8N
14703,Ni0.2Pd1.8N
14704,Cr0.2Ag1.8N
14705,Mn0.2Ag1.8N
14706,Fe0.2Ag1.8N
14707,Co0.2Ag1.8N
14708,Ni0.2Ag1.8N
14709,Cr0.2Cd1.8N
14710,Mn0.2Cd1.8N
14711,Fe0.2Cd1.8N
14712,Co0.2Cd1.8N
14713,Ni0.2Cd1.8N
14714,Cr0.2Hf1.8N
14715,Mn0.2Hf1.8N
14716,Fe0.2Hf1.8N
14717,Co0.2Hf1.8N
14718,Ni0.2Hf1.8N
14719,Cr0.2Ta1.8N
14720,Mn0.2Ta1.8N
14721,Fe0.2Ta1.8N
14722,Co0.2Ta1.8N
14723,Ni0.2Ta1.8N
14724,Cr0.2W1.8N
14725,Mn0.2W1.8N
14726,Fe0.2W1.8N
14727,Co0.2W1.8N
14728,Ni0.2W1.8N
14729,Cr0.2Re1.8N
14730,Mn0.2Re1.8N
14731,Fe0.2Re1.8N
14732,Co0.2Re1.8N
14733,Ni0.2Re1.8N
14734,Cr0.2Os1.8N
14735,Mn0.2Os1.8N
14736,Fe0.2Os1.8N
14737,Co0.2Os1.8N
14738,Ni0.2Os1.8N
14739,Cr0.2Ir1.8N
14740,Mn0.2Ir1.8N
14741,Fe0.2Ir1.8N
14742,Co0.2Ir1.8N
14743,Ni0.2Ir1.8N
14744,Cr0.2Pt1.8N
14745,Mn0.2Pt1.8N
14746,Fe0.2Pt1.8N
14747,Co0.2Pt1.8N
14748,Ni0.2Pt1.8N
14749,Cr0.2Au1.8N
14750,Mn0.2Au1.8N
14751,Fe0.2Au1.8N
14752,Co0.2Au1.8N
14753,Ni0.2Au1.8N
14754,Cr0.2La1.8N
14755,Mn0.2La1.8N
14756,Fe0.2La1.8N
14757,Co0.2La1.8N
14758,Ni0.2La1.8N
14759,Cr0.2Ce1.8N
14760,Mn0.2Ce1.8N
14761,Fe0.2Ce1.8N
14762,Co0.2Ce1.8N
14763,Ni0.2Ce1.8N
14764,Cr0.3Sc2.7N2
14765,Mn0.3Sc2.7N2
14766,Fe0.3Sc2.7N2
14767,Co0.3Sc2.7N2
14768,Ni0.3Sc2.7N2
14769,Cr0.3Ti2.7N2
14770,Mn0.3Ti2.7N2
14771,Fe0.3Ti2.7N2
14772,Co0.3Ti2.7N2
14773,Ni0.3Ti2.7N2
14774,Cr0.3V2.7N2
14775,Mn0.3V2.7N2
14776,Fe0.3V2.7N2
14777,Co0.3V2.7N2
14778,Ni0.3V2.7N2
14779,Mn0.3Cr2.7N2
14780,Fe0.3Cr2.7N2
14781,Co0.3Cr2.7N2
14782,Ni0.3Cr2.7N2
14783,Cr0.3Mn2.7N2
14784,Fe0.3Mn2.7N2
14785,Co0.3Mn2.7N2
14786,Ni0.3Mn2.7N2
14787,Cr0.3Fe2.7N2
14788,Mn0.3Fe2.7N2
14789,Co0.3Fe2.7N2
14790,Ni0.3Fe2.7N2
14791,Cr0.3Co2.7N2
14792,Mn0.3Co2.7N2
14793,Fe0.3Co2.7N2
14794,Ni0.3Co2.7N2
14795,Cr0.3Ni2.7N2
14796,Mn0.3Ni2.7N2
14797,Fe0.3Ni2.7N2
14798,Co0.3Ni2.7N2
14799,Cr0.3Cu2.7N2
14800,Mn0.3Cu2.7N2
14801,Fe0.3Cu2.7N2
14802,Co0.3Cu2.7N2
14803,Ni0.3Cu2.7N2
14804,Cr0.3Zn2.7N2
14805,Mn0.3Zn2.7N2
14806,Fe0.3Zn2.7N2
14807,Co0.3Zn2.7N2
14808,Ni0.3Zn2.7N2
14809,Cr0.3Y2.7N2
14810,Mn0.3Y2.7N2
14811,Fe0.3Y2.7N2
14812,Co0.3Y2.7N2
14813,Ni0.3Y2.7N2
14814,Cr0.3Zr2.7N2
14815,Mn0.3Zr2.7N2
14816,Fe0.3Zr2.7N2
14817,Co0.3Zr2.7N2
14818,Ni0.3Zr2.7N2
14819,Cr0.3Nb2.7N2
14820,Mn0.3Nb2.7N2
14821,Fe0.3Nb2.7N2
14822,Co0.3Nb2.7N2
14823,Ni0.3Nb2.7N2
14824,Cr0.3Mo2.7N2
14825,Mn0.3Mo2.7N2
14826,Fe0.3Mo2.7N2
14827,Co0.3Mo2.7N2
14828,Ni0.3Mo2.7N2
14829,Cr0.3Ru2.7N2
14830,Mn0.3Ru2.7N2
14831,Fe0.3Ru2.7N2
14832,Co0.3Ru2.7N2
14833,Ni0.3Ru2.7N2
